50419	565
10008	893
50132	437
50418	130
50260	576
50365	360
10233	435
50011	267
50329	342
10089	698
10359	505
10000	633
50189	34
10475	523
50100	359
10004	137
10162	465
10312	822
50008	551
10385	696
10262	871
10128	55
50367	924
10025	534
10006	422
10261	884
50163	705
10072	871
10073	937
50364	71
50281	431
50346	85
50043	698
10338	599
10409	977
50405	833
50485	585
50410	427
50462	704
10353	207
50282	794
10283	412
50487	472
10104	198
10232	325
10375	846
10151	234
10110	58
10326	577
50505	41
10173	761
50466	161
10100	15
50349	678
10003	906
10066	100
10380	888
50204	450
10477	182
10303	209
10349	35
10370	282
50077	498
50083	175
10075	890
10058	142
10063	663
10390	319
50023	866
50094	311
50411	266
50130	475
10469	118
50131	669
50318	504
50415	840
10269	338
50283	364
50370	594
50509	878
10240	78
50160	274
50234	494
50151	784
10260	621
10311	245
50239	661
50231	978
50015	794
50371	649
50070	820
10460	246
10318	218
50228	545
50305	403
50327	762
10216	51
50067	483
50173	762
10114	846
10160	901
50317	490
10144	225
10450	44
50309	714
10010	517
10243	600
50032	463
50166	794
50270	763
10411	367
50486	778
10203	347
10251	970
10397	525
50061	554
50221	67
50510	838
10465	120
50073	272
50440	142
10485	438
50165	236
10106	281
50337	256
50034	534
10117	144
50388	73
10362	743
50138	917
50294	689
10486	99
50107	447
50285	233
50052	214
10428	768
10112	103
50196	704
10094	186
10289	828
50037	616
50439	745
50455	848
10026	249
10235	223
10300	270
50209	400
50241	27
50025	705
50304	418
50488	638
10357	988
10426	832
10019	988
50082	186
50441	159
10182	284
10085	958
50474	331
10101	170
10254	990
50227	585
10488	804
50050	947
50377	980
50470	694
10291	425
50341	428
50220	583
10435	790
10065	676
10256	866
10431	856
50145	672
10183	879
10330	965
50483	59
10267	330
50048	224
10414	960
50162	829
10334	973
50172	891
10452	577
10342	43
10433	725
50287	593
50120	662
50112	464
10247	631
10325	292
50427	726
50110	923
50249	635
50299	499
10456	799
10080	138
10270	887
50081	280
50332	66
10021	384
10487	339
50326	220
10046	490
10346	401
10463	757
50116	60
50339	502
50356	573
50501	362
10049	534
10361	448
10398	609
50219	373
10308	250
50036	173
50263	698
50177	922
50312	326
50141	552
50452	452
50322	891
50447	762
10170	273
50267	544
10015	165
10295	817
50417	154
10118	188
10149	751
50178	572
10451	66
50199	628
50243	208
50431	688
10119	614
10383	199
50438	464
10309	42
50137	405
50333	331
10204	369
10324	402
10167	993
50500	502
10257	297
50277	842
50340	240
50261	785
10402	107
50379	305
10429	962
10156	845
10406	43
10489	316
50003	226
10082	498
50014	146
50265	304
10097	152
50459	22
50240	178
10378	397
50109	577
10012	683
50252	938
50359	157
50013	539
50498	99
10364	205
10448	516
10111	246
10136	944
50179	271
50121	357
10145	962
10164	458
50268	971
50150	335
50230	909
10079	101
10376	209
50354	358
10125	392
10441	55
50058	572
50169	578
50290	904
50376	388
10351	996
50369	988
10129	868
10060	697
10333	255
50490	304
10187	983
50416	294
50216	580
50203	214
50292	471
10468	349
10227	944
50042	513
10471	705
50158	715
10032	515
50401	903
50016	546
10092	687
50353	16
10177	262
10209	192
10388	278
10306	278
10381	330
50420	484
10027	183
50394	157
50020	273
50291	43
50279	173
10192	948
50336	669
50385	892
50098	360
50035	454
10040	929
10208	264
10245	786
50009	314
50302	172
10030	546
50106	548
50278	666
50039	40
10323	41
10436	829
50250	408
10181	636
50301	392
50504	788
10132	697
10434	570
50306	958
10081	494
50403	605
50445	526
10292	677
10399	654
50184	164
50273	592
10196	472
50136	379
50321	648
10271	204
50237	377
10354	521
50210	297
10305	987
10472	782
10418	881
10154	713
50363	258
10367	690
50406	247
10076	564
50033	339
50192	777
10185	495
50423	219
50352	775
10374	576
10069	82
10293	461
50456	804
10153	792
50381	941
10102	917
10278	950
50041	945
50161	476
50288	780
50399	881
10328	190
10400	529
50422	993
50436	88
10099	609
50308	829
10152	931
10454	647
50449	883
10159	478
10036	90
10239	80
10168	819
10033	762
10213	704
10310	285
10363	544
50247	740
50144	928
10281	725
10322	151
10377	668
50387	609
50293	966
50065	436
10074	579
10178	305
10462	826
10095	629
10195	190
10387	544
10018	15
50468	818
10041	496
10298	775
10134	151
10135	196
50404	609
50218	821
50233	852
10061	45
50001	992
50311	303
10369	333
10382	572
50085	547
10473	292
50323	181
10059	109
50197	76
50097	978
10197	241
50426	689
50222	616
50245	562
50258	183
50357	266
50378	526
50397	300
10242	579
10339	385
10290	574
50056	919
10017	652
10389	333
50186	190
10207	745
50175	729
50096	444
10200	790
50229	679
50125	754
50435	862
10394	142
50093	784
10217	479
50248	493
10263	402
50298	275
50236	185
50502	578
50006	353
50049	33
50080	390
50200	313
50351	889
10067	901
10255	458
50054	224
10090	243
10137	470
50007	12
10273	251
50181	165
10279	900
10223	636
50280	333
50414	952
10341	726
50170	934
10052	65
10480	315
50355	932
10184	582
10051	377
10224	279
50047	559
50482	487
10236	734
50297	33
50508	280
10205	888
10332	902
50078	149
50262	205
10007	72
10201	920
50155	235
10319	425
10371	148
10176	573
10329	191
50242	968
50064	523
50328	127
10056	830
50193	561
10014	246
50256	330
50296	96
50398	152
10037	303
50457	902
10024	930
50045	735
50253	729
50274	23
10054	963
10304	254
50464	527
50066	162
10083	578
10038	211
10264	973
50300	844
10050	153
10055	345
50226	966
10171	887
10029	569
10360	445
10174	656
50027	881
50051	736
10427	610
50075	797
10461	222
10053	864
10077	557
10222	731
50444	992
10274	712
50238	474
10336	303
50331	596
10386	250
50429	579
10175	50
50266	385
10215	44
50259	102
50154	675
50345	575
10265	851
50358	592
50392	80
10430	270
10444	360
10379	556
10403	656
10098	340
10253	40
10476	689
10155	219
50044	528
50017	54
50212	913
50303	120
50316	340
10365	465
50195	740
50191	17
10120	842
50368	962
10211	308
50215	531
50224	342
10393	502
10068	369
50149	285
10316	540
10064	309
50076	111
50114	425
50386	768
50425	841
10123	735
50374	410
10096	662
50115	875
10093	464
10087	142
50198	297
10366	79
50432	199
50059	401
10440	227
50495	403
50408	707
50244	785
50409	852
10327	426
50251	962
10447	785
10384	818
50319	851
10412	333
10296	166
50071	278
10241	92
50334	607
50491	681
50091	883
10140	193
10009	530
50117	855
50330	726
10084	421
50031	537
50063	152
10199	946
50060	996
50005	523
50389	992
50095	183
50235	703
50492	361
50185	239
50217	134
50314	908
50413	772
10115	928
50101	923
10035	141
10248	620
10277	154
50108	385
10165	136
10484	586
50028	456
50142	64
10016	424
50362	270
10193	635
50010	846
10039	488
10189	859
10421	274
50232	599
10315	516
50124	984
10284	696
50183	590
50069	840
50194	956
50391	688
10086	377
10258	862
10023	546
10408	328
50448	562
10368	200
50324	395
10190	123
50090	272
50348	59
10219	606
50029	720
10108	512
50022	989
10417	383
10432	766
50089	945
50382	502
10275	257
50127	129
50146	171
10220	417
50257	98
50434	844
10130	308
50018	503
50506	906
10031	124
50021	93
10127	717
10285	734
50264	602
50030	608
50366	173
50465	904
10226	531
50053	132
50072	871
10001	821
10483	217
50105	923
50135	787
50454	192
10206	276
50040	765
10071	514
10474	762
10188	538
50494	803
10088	761
50223	687
10422	990
50335	482
50479	156
10044	901
10470	840
50380	777
10131	895
50024	199
50012	645
10103	351
10288	164
50246	460
10449	149
10214	918
50272	659
