2580	575	33041
8514	435	80779
2021	219	32184
3311	1185	84620
5117	803	84325
1075	210	27881
1333	162	64798
9546	3730	66734
3440	1291	9637
344	17	23874
3268	823	14870
9804	1514	23462
3268	694	74993
6536	3083	39118
1290	29	39377
1161	732	63275
1032	376	46471
9159	1057	71785
8342	2280	55460
2752	498	83911
1376	571	85797
5762	1995	8091
6407	2747	23400
6020	1614	36319
2193	574	32407
1075	354	42097
1419	636	62523
3139	883	44721
8084	458	16959
7869	7651	88185
9202	2077	80856
2150	107	24247
5332	685	30536
9374	3189	69380
2451	1065	2144
2064	397	53309
1247	1023	88894
9417	3895	61427
9890	2994	78592
8428	1983	7260
7396	1351	34369
7439	3505	68833
7740	1377	47057
3225	1767	40624
8944	3141	61402
9288	4443	85070
6923	948	72667
6708	2598	13257
5375	932	65284
688	4	6716
1075	439	40802
9288	2890	5105
8514	896	63040
4644	2108	10684
903	283	71587
7396	584	29640
5117	1385	51044
9460	7885	37601
9976	1588	33974
2537	367	88593
3956	98	33869
2666	520	8559
4300	2079	62099
7740	2688	85262
7869	4070	27517
6751	1593	15015
2408	66	12432
4558	1472	30647
7611	2220	7261
430	90	42573
1548	669	23142
9073	4670	23336
1978	785	3751
4257	1905	21397
5246	107	81955
3784	1880	52910
4128	1177	80710
1849	727	7521
7181	6854	62923
3053	1287	40146
8901	1217	66155
344	163	24817
6794	1746	71631
3354	749	70805
7697	3657	82978
8815	6673	56264
6063	1510	38571
258	60	2396
5461	2525	73672
3139	668	31551
6493	475	29689
3784	897	70431
4472	3951	59604
7697	2985	51689
7568	3253	62264
3182	1249	24074
430	70	60447
8729	1164	74434
6751	83	27200
5676	4006	57233
8815	459	33609
774	122	43181
9847	592	32127
5504	2210	66963
43	12	12287
2451	747	45180
2236	1488	20156
989	75	86277
774	202	14233
6794	2814	19069
1333	167	64948
3569	1044	35608
7697	2470	54849
2752	1966	35871
7396	1443	63545
7654	2886	88531
3139	100	80228
1548	526	35592
5676	1563	14382
9116	1614	67003
4945	2408	52294
1935	231	35412
9632	285	55209
1290	591	64226
387	173	28841
6665	1266	68105
7482	3257	20576
4171	2094	85251
5977	1799	18608
3827	1638	86653
3440	1491	40783
8428	2204	8623
2279	29	20488
5891	720	23949
1290	1177	8731
4601	579	26056
9460	3793	59617
7955	1564	70323
4773	465	81616
7181	568	37828
5332	478	4084
6579	5280	78237
5375	1517	63742
3483	1102	54034
344	147	53028
2236	43	71678
9933	1843	59307
9159	1290	4756
8127	7797	53323
2795	568	47952
516	247	60592
6106	2317	12546
1849	322	84912
1892	348	36089
5504	1439	67607
9503	6166	78746
9890	1565	75406
5977	2526	13006
6622	2027	21100
3397	1216	67295
4386	391	83493
2494	624	44645
5934	5103	45599
3655	366	23990
172	52	71042
301	17	37676
6751	1186	80695
1075	443	24192
5719	1942	29193
387	187	75690
7740	2620	27790
6321	2027	88709
2752	828	17243
3354	83	28979
6149	1820	63565
258	47	72700
6106	5669	12883
7611	2623	39846
9761	3169	60195
4644	752	29004
6751	1324	28968
9116	3782	81596
4601	2084	52457
860	638	43022
1290	491	28065
7869	2981	45443
2494	709	45111
774	220	78035
3569	1286	2524
6751	3028	30487
6579	5605	32456
7654	2244	52102
7439	3576	87350
5117	963	13998
8213	258	73692
5160	1869	29023
8557	3480	29429
5934	3470	5955
43	21	20097
688	181	19019
8643	4231	68545
1333	601	43378
5117	958	10454
6235	2392	65769
1419	654	60993
7783	3256	75661
9804	3617	84567
1677	247	2815
4042	1950	2218
1161	239	80798
7783	1268	27539
301	193	37833
7052	42	80246
8041	512	26209
1505	112	45435
3096	1108	56512
8772	3189	2891
258	114	74663
7224	3335	30173
2021	608	68875
1333	191	41945
7697	1272	60964
8256	605	22420
9331	1417	25499
903	342	82947
3956	2109	81999
1161	540	64381
3655	727	60317
4085	104	71003
688	113	68385
4386	1753	39196
6579	1585	52931
6063	5198	63322
6235	1737	44663
301	74	3666
2623	1254	47791
8815	3952	80766
6966	1644	53435
2408	518	27109
9417	7250	70459
5418	2244	79511
2150	278	56004
1333	354	12747
3440	1681	31704
688	163	75659
7525	849	70646
8041	3611	52788
1462	368	55261
3870	428	88580
7654	2017	5984
2924	933	76856
1548	162	43392
2107	1007	60834
258	134	78833
7052	1210	36204
8772	998	8714
6020	2362	83139
4730	1612	62827
9589	3073	13819
7267	2857	9349
3827	2121	11506
3354	121	49476
5590	1699	79578
8729	1884	64959
9030	3193	50303
6106	2866	40589
4429	712	76242
645	580	73249
5805	896	76657
1	0	17582
9976	478	63242
9847	48	75421
9804	3229	31480
9933	1721	17173
9933	4305	4902
9804	4479	64173
9933	2095	18489
9847	1072	12914
9890	1033	63606
9933	3134	40708
9847	2885	83554
9890	7403	73168
9976	4461	35891
9804	452	26008
9976	3212	30560
9976	1249	67867
9976	646	21354
9847	1397	18163
9933	7786	40781
9976	884	28887
9847	299	48062
9933	69	52289
9890	3630	48008
9847	123	57253
9761	1702	15091
9804	4821	55055
9847	4485	86551
9933	3479	36695
9847	3575	25347
9804	981	15798
9804	3507	13705
9933	2844	45333
9761	4279	4312
9847	2772	74771
9847	4273	62635
9804	2057	56462
9847	905	54327
9761	62	15456
9890	4360	80578
9804	3792	67803
9847	2156	51607
9804	2706	88074
9890	3490	83647
9761	2290	12831
9804	3081	7595
9976	467	20104
9761	6140	56696
9761	510	10493
9804	1641	82102
9847	2156	88827
9761	3755	12417
9847	2120	86164
9890	945	51991
9761	9743	82713
9847	438	17702
9890	498	2763
9933	4433	48152
9890	669	27671
9804	4329	80256
9804	2673	56116
9976	7101	26764
9933	374	75364
9976	1816	9230
9933	4555	28593
9847	318	15360
9761	4572	46823
9976	4341	68031
9976	4959	40189
9804	266	53855
9804	4019	68794
9761	3310	38896
9847	3752	51327
9890	4041	70518
9804	4252	48300
9890	7450	54669
9804	3186	83054
9804	4722	75898
9976	1133	51114
9804	3353	43868
9804	2846	43837
9890	3646	4238
9804	3525	24095
9761	3081	13822
9847	581	12044
9976	157	14608
9761	3419	45011
9847	775	25279
9761	591	75531
9847	9157	76951
9890	3027	45548
9804	774	78337
9933	2367	59216
9976	627	24569
9761	1986	26617
9890	275	43502
9761	3952	42632
9804	3624	58461
9976	4345	30349
9976	2564	22204
9804	795	63794
9847	3054	30386
9890	1950	35765
9804	5508	87712
9847	4055	53439
9761	2264	2247
9761	3661	68376
9804	2146	8493
9976	1813	7593
9976	3066	48924
9761	8387	35805
9847	3885	70405
9976	3382	13769
9761	2596	30365
9761	85	43077
9847	1700	69382
9933	3686	82374
9804	3309	86294
9890	4105	17554
9933	1037	20774
9804	144	11430
9847	1285	46448
9890	3736	60898
9890	1946	58684
9933	9833	87038
9933	2873	62391
9976	3686	41845
9890	1578	29554
9847	4303	21676
9890	1513	66371
9933	936	80886
9804	8972	9770
9976	1761	65111
9890	2894	83365
9761	4848	40763
9804	3237	80883
9890	2985	12498
9761	1168	10478
9804	8589	78265
9890	1754	57686
9890	2785	63583
9933	2331	38660
9890	1099	31450
9804	1586	68204
9847	468	48767
9804	6921	51342
9890	1464	70282
9847	2432	23638
9847	4684	21539
9804	1577	7652
9804	1057	10950
9976	2214	7626
9933	6075	29333
9933	703	88070
9933	1145	27822
9890	3098	69872
9804	4718	42745
9761	3897	7893
9976	1918	10614
9804	6898	22081
9933	2069	21299
9847	4703	16009
9847	2075	8040
9890	1445	67765
9761	1226	81354
9933	3930	25136
9847	5896	36870
9890	690	32412
9804	3806	82881
9976	915	57693
9847	842	40809
9933	3104	68459
9847	915	63547
9890	4451	80115
9890	4449	75759
9761	352	63978
9847	886	44156
9890	1223	25994
9890	1946	33151
9847	764	79962
9761	3824	19090
9847	4770	40227
9933	4425	46724
9804	4225	84381
1634	364	38387
43	18	73666
1	0	45959
9460	8460	46749
9460	4626	83175
9761	1639	72997
9933	2496	28127
9632	831	54602
9804	1944	29157
9546	4118	37052
9417	3395	27146
9804	4391	49888
9718	2543	82768
9718	4657	62440
9976	1510	29741
9804	2657	34574
9546	1622	23276
9503	6869	79666
9460	2877	67895
9718	4631	31841
9460	3565	11981
9460	672	36418
9503	2161	16530
9632	3842	83464
9675	3587	44125
9503	3671	80317
9417	3160	22389
9847	4920	73466
9460	3659	86055
9804	205	78575
9890	1415	56618
9374	3896	51094
9718	1048	18133
9589	2340	77302
9503	215	53781
9718	4714	80773
9503	346	68896
9847	2796	41923
9847	8907	45428
9933	3147	80873
9976	2706	51975
9589	123	3331
9761	864	31651
9761	1934	31953
9374	3672	8747
9460	9459	57128
9976	3564	50757
9589	1834	14556
9503	2743	47639
9632	546	35004
9761	12	25439
9761	3397	83022
9976	4814	30864
9417	3372	1547
9503	1115	65669
9804	1274	49354
9632	3419	60627
9460	2866	24245
9933	1135	67045
9847	6050	19387
9675	2207	39364
9718	1428	39724
9503	2888	2838
9890	130	55427
9374	4650	84544
9976	2879	72444
9589	7220	28345
9374	3473	67708
9460	4033	39443
9804	2849	1171
9933	2224	21408
9804	209	78890
9503	362	50842
9761	6607	68694
9546	726	66155
9460	2521	17124
9976	3334	6706
9718	2090	56816
9890	3268	9650
9417	3657	74579
9847	7171	10623
9933	438	48597
9761	1672	49024
9460	2854	84929
9890	2590	76824
9546	789	26400
9890	3649	16330
9933	3534	56502
9847	3192	67001
9933	1997	33162
9632	2354	60026
9546	3223	78434
9460	1435	63692
9417	4619	35103
9589	3592	17613
9976	3167	55031
9976	2836	33769
9589	2448	22044
9761	3125	31830
9718	1010	74504
9718	668	15971
9933	6534	82024
9503	2509	6905
9503	314	73586
9675	2922	12650
9675	984	31857
9546	1562	32902
9632	3355	14315
9804	3448	81674
9761	242	10993
9546	505	21887
9890	2613	46192
9675	2391	72028
9933	2848	35047
9847	127	79481
9546	8915	9205
9804	2572	26890
9503	656	36741
9417	3612	52658
9417	2103	10294
9503	222	53989
9503	646	9646
9847	9838	15114
9417	1348	34109
9761	392	71368
9417	2286	32831
9761	3950	45384
9632	4044	82541
9589	2210	2813
9546	6556	38532
9976	4347	26603
9890	1274	3483
9546	1720	74429
9718	4167	25441
9761	1387	60447
9976	3825	22655
9589	5971	21700
9976	726	78079
9847	4441	36696
9589	2502	39480
9890	3690	15311
9847	2074	82860
9460	188	5199
9632	4756	36397
9460	1522	39531
9589	4253	44118
9546	4447	86468
9804	2806	1334
9460	1733	20593
9718	3096	24523
9589	3261	22589
9804	3813	69290
9890	1174	10458
9503	2001	45841
9976	3388	20777
9675	1842	24048
9804	1877	33330
9374	7661	22936
9804	776	59869
9374	593	45167
9460	2430	5240
9374	4401	42258
9546	2443	35497
9503	3983	31118
9761	6908	16263
9804	2428	20551
9503	368	83786
9890	318	63881
9589	2405	62685
9632	2410	26496
9976	4948	57500
9976	9589	7299
9546	413	74827
9804	2198	14862
9976	1253	37273
9847	1176	16441
9804	1864	39870
9374	4569	33591
9718	6072	68102
9417	1993	52481
9675	2296	77383
9933	3101	52861
9933	4895	42553
9976	4287	54656
9976	3448	33319
9718	9386	16559
9761	3696	39428
9890	1231	5342
9503	900	19737
4816	106	82051
559	12	50851
43	5	82130
6139	3303	18504
5314	835	44660
5634	198	2344
9150	2447	78261
7023	239	45008
8821	2718	24021
115	47	38524
9446	8727	84020
6082	591	28139
9047	4302	56887
9885	1708	20604
2727	290	48055
8993	3227	26562
3639	971	82507
9949	3580	27194
4372	1583	86666
5519	323	25274
9754	3174	14471
2681	198	33644
2355	32	39740
2542	848	78234
8922	7484	83471
2398	1024	1372
8428	2442	24882
2413	44	8370
7354	1311	88389
1268	309	5162
3388	550	39701
6503	4752	43640
8396	2205	19905
6643	3166	62795
2296	73	81803
8014	427	68449
1996	647	49119
7850	2290	11291
6541	3822	37279
4840	414	3722
1566	348	52188
9890	2306	69569
2302	256	21233
6619	2006	24478
2522	124	56601
4157	1788	39928
2488	1154	75000
2853	1385	31314
1246	2	69856
810	330	15141
4756	269	18080
5491	606	14113
2316	1949	7269
9056	2285	38109
7339	651	7200
108	19	55451
2066	475	58935
9362	2784	17292
3308	1309	77538
7311	7097	9873
4019	430	59081
419	24	58106
7679	1987	49448
611	157	48245
9617	4103	34878
8727	1079	27003
9226	5633	57874
6818	82	74380
619	283	65518
4977	2114	77278
6901	1810	68026
2800	882	11193
7152	2879	42495
2879	1342	37920
1542	340	17646
9180	2021	55104
5726	354	10173
5816	883	24749
8008	1362	45915
1336	45	4484
3545	2542	56790
3680	816	2859
4416	1235	57410
3552	1231	64855
1691	486	70921
146	21	21426
8113	1872	74302
1634	982	34712
777	311	63345
8194	3501	23709
705	25	69154
3404	1046	11170
9351	3013	15522
410	119	33166
4784	4498	50854
3983	1425	39433
6173	1598	27292
9294	1176	17279
1208	348	79968
8296	3659	6852
3472	1653	74897
8265	4334	82649
142	65	51871
8102	2907	11223
85	42	70302
2121	28	72631
6957	559	60418
3868	1616	86304
5535	3740	8098
323	98	32127
1228	155	57119
6698	442	22774
2789	408	42519
9416	4368	19158
3211	1036	30513
6005	2154	55415
340	151	84621
5510	1871	2407
7903	1273	30130
6871	1693	63138
7621	1380	14285
2419	429	15834
2259	1379	19374
8425	2875	42897
4601	1223	49009
3005	53	25646
5576	110	62404
730	320	30021
6112	2805	67645
1564	988	52107
9550	2007	81578
6722	887	6462
6367	2310	44075
5688	472	57625
8415	3445	72437
2222	70	81924
2672	2029	72647
281	138	83500
4248	659	17376
462	230	22611
5113	1155	36572
3950	441	22186
9086	1448	68206
3894	1945	15413
3342	420	51905
4922	1880	49770
6302	1981	67103
3886	1164	18718
9999	3207	64992
4350	379	42013
6019	4188	46527
3760	1175	15839
7649	911	5347
9465	1457	28912
8658	3825	69269
6139	101	55245
7113	2469	13538
1161	1101	16069
9157	4356	4894
6402	2690	18244
6055	2747	45882
6375	2646	54050
5349	1195	5968
4852	198	36402
2984	2182	7613
9928	1747	55218
2455	566	34652
7033	3298	35493
6664	2536	77412
7976	3340	54304
2249	47	5341
1673	1037	41356
6852	140	59554
4348	1486	48333
4074	1758	80079
8277	2815	55917
2588	860	61963
8321	2791	18138
6047	2594	27162
8752	785	10796
3488	1220	46032
9506	583	6799
5053	652	48906
1064	133	5004
9785	1209	80911
6675	5177	21434
8248	425	11258
6171	252	70742
9992	4796	85332
7850	2579	34734
7429	1750	18110
9457	4239	44607
8337	4992	68993
1784	457	52273
9347	520	34639
76	22	77671
9489	3934	85071
7467	1880	69723
8198	1139	17051
9041	8978	30458
9582	2282	67835
6384	2568	55539
2524	1034	9702
9548	2421	42795
1837	854	15690
9638	1033	64414
3925	2120	48571
9383	3482	77537
2847	908	76155
966	211	48469
7828	79	65739
6017	453	21228
8795	4141	29422
7906	7109	34200
9352	4279	74303
6733	5	4503
1197	217	5795
3288	358	43301
9552	294	59919
6920	2270	70072
7473	3934	45015
3102	650	59229
5936	134	14184
3159	576	7392
575	27	58351
507	248	62935
